parity,blood_calcium,blood_phosphorus,bcs,days_to_calving,milk_yield_day1,activity_level,dcad,stage
1,9.0,5.5,3.0,12,20.58,94.11,-30.0,Subclinical
1,9.0,5.5,3.0,20,35.83,100.0,-30.0,Subclinical
1,8.6,5.5,3.0,3,10.83,81.11,-30.0,Mild
1,9.0,5.5,3.0,13,22.33,94.67,-30.0,Subclinical
1,9.0,5.5,3.0,14,31.75,100.0,-30.0,Subclinical
1,8.2,5.5,3.0,21,35.67,66.7,-30.0,Moderate
1,8.6,5.5,3.0,7,30.0,100.0,-30.0,Mild
1,9.0,5.5,3.0,17,21.08,92.17,-30.0,Subclinical
1,8.6,5.5,3.0,8,29.67,100.0,-30.0,Mild
1,9.0,5.5,3.0,4,18.08,90.78,-30.0,Subclinical
1,8.6,5.5,3.0,11,29.08,100.0,-30.0,Mild
1,8.2,5.5,3.0,0,18.0,100.0,-30.0,Moderate
1,9.0,5.5,3.0,18,34.83,100.0,-30.0,Subclinical
2,8.2,5.5,3.0,2,18.0,84.6,-30.0,Moderate
2,8.2,5.5,3.0,16,18.0,68.03,-30.0,Moderate
2,8.2,5.5,3.0,18,18.0,90.17,-30.0,Moderate
2,8.2,5.5,3.0,19,18.0,83.03,-30.0,Moderate
2,8.2,5.5,3.0,3,18.0,65.2,-30.0,Moderate
2,8.2,5.5,3.0,4,18.0,71.17,-30.0,Moderate
2,8.2,5.5,3.0,14,18.0,71.47,-30.0,Moderate
2,8.2,5.5,3.0,17,18.0,83.6,-30.0,Moderate
2,8.6,5.5,3.0,13,18.0,99.07,-30.0,Mild
2,8.2,5.5,3.0,10,18.0,100.0,-30.0,Moderate
2,8.2,5.5,3.0,7,18.0,100.0,-30.0,Moderate
2,8.2,5.5,3.0,8,18.0,96.87,-30.0,Moderate
2,8.2,5.5,3.0,11,18.0,72.53,-30.0,Moderate
2,8.2,5.5,3.0,5,18.0,77.57,-30.0,Moderate
2,7.4,5.5,3.0,0,18.0,100.0,-30.0,Critical
2,8.2,5.5,3.0,6,18.0,75.33,-30.0,Moderate
2,8.2,5.5,3.0,15,18.0,85.63,-30.0,Moderate
2,8.2,5.5,3.0,12,18.0,89.27,-30.0,Moderate
2,8.2,5.5,3.0,9,18.0,87.43,-30.0,Moderate
2,8.2,5.5,3.0,21,18.0,84.37,-30.0,Moderate
2,8.2,5.5,3.0,20,18.0,93.63,-30.0,Moderate
2,8.6,5.5,3.0,1,18.0,100.0,-30.0,Mild
2,8.2,5.5,3.0,19,24.83,85.63,-30.0,Moderate
2,8.6,5.5,3.0,5,33.5,100.0,-30.0,Mild
2,8.2,5.5,3.0,6,36.58,100.0,-30.0,Moderate
2,8.2,5.5,3.0,21,36.17,98.89,-30.0,Moderate
2,8.2,5.5,3.0,20,31.5,97.62,-30.0,Moderate
2,7.4,5.5,3.0,0,18.0,100.0,-30.0,Critical
2,8.2,5.5,3.0,12,31.25,99.43,-30.0,Moderate
2,8.6,5.5,3.0,1,33.33,96.52,-30.0,Mild
2,8.2,5.5,3.0,2,25.5,100.0,-30.0,Moderate
2,8.2,5.5,3.0,14,29.58,94.37,-30.0,Moderate
2,8.2,5.5,3.0,15,37.83,98.27,-30.0,Moderate
2,8.2,5.5,3.0,18,39.58,100.0,-30.0,Moderate
2,8.2,5.5,3.0,16,31.58,89.44,-30.0,Moderate
2,8.6,5.5,3.0,9,39.08,99.89,-30.0,Mild
2,8.2,5.5,3.0,4,34.33,98.38,-30.0,Moderate
2,8.6,5.5,3.0,8,38.67,100.0,-30.0,Mild
2,8.6,5.5,3.0,7,37.92,100.0,-30.0,Mild
2,8.6,5.5,3.0,13,39.5,100.0,-30.0,Mild
2,8.6,5.5,3.0,11,43.0,100.0,-30.0,Mild
2,8.2,5.5,3.0,17,34.08,98.06,-30.0,Moderate
2,8.2,5.5,3.0,10,35.83,96.83,-30.0,Moderate
2,8.2,5.5,3.0,3,34.75,100.0,-30.0,Moderate
1,9.0,5.5,3.0,20,25.67,100.0,-30.0,Subclinical
1,9.0,5.5,3.0,5,18.33,86.67,-30.0,Subclinical
1,9.0,5.5,3.0,13,33.67,100.0,-30.0,Subclinical
1,9.0,5.5,3.0,16,30.5,100.0,-30.0,Subclinical
1,9.0,5.5,3.0,2,24.0,98.0,-30.0,Subclinical
1,9.0,5.5,3.0,7,23.75,97.5,-30.0,Subclinical
1,9.0,5.5,3.0,14,24.83,99.67,-30.0,Subclinical
1,9.0,5.5,3.0,17,20.0,90.0,-30.0,Subclinical
1,9.0,5.5,3.0,4,25.08,100.0,-30.0,Subclinical
1,9.0,5.5,3.0,8,22.5,95.0,-30.0,Subclinical
1,9.0,5.5,3.0,12,27.58,100.0,-30.0,Subclinical
1,9.0,5.5,3.0,3,30.33,100.0,-30.0,Subclinical
1,9.0,5.5,3.0,9,24.17,98.33,-30.0,Subclinical
1,9.0,5.5,3.0,1,16.58,83.17,-30.0,Subclinical
1,9.0,5.5,3.0,18,18.42,86.83,-30.0,Subclinical
1,9.0,5.5,3.0,10,32.17,100.0,-30.0,Subclinical
1,9.0,5.5,3.0,11,27.5,100.0,-30.0,Subclinical
1,9.0,5.5,3.0,21,24.08,98.17,-30.0,Subclinical
1,9.0,5.5,3.0,19,23.25,96.5,-30.0,Subclinical
1,9.0,5.5,3.0,6,19.92,89.83,-30.0,Subclinical
1,9.0,5.5,3.0,15,31.42,100.0,-30.0,Subclinical
1,9.0,5.5,3.0,1,19.17,79.51,-30.0,Subclinical
1,9.0,5.5,3.0,12,40.33,98.54,-30.0,Subclinical
1,8.2,5.5,3.0,0,18.0,100.0,-30.0,Moderate
1,9.0,5.5,3.0,14,40.42,100.0,-30.0,Subclinical
1,9.0,5.5,3.0,18,31.83,100.0,-30.0,Subclinical
1,9.0,5.5,3.0,13,37.58,100.0,-30.0,Subclinical
1,9.0,5.5,3.0,20,28.42,97.5,-30.0,Subclinical
1,9.0,5.5,3.0,11,14.25,66.73,-30.0,Subclinical
1,9.0,5.5,3.0,19,28.75,100.0,-30.0,Subclinical
1,9.0,5.5,3.0,15,33.33,86.62,-30.0,Subclinical
1,9.0,5.5,3.0,17,35.42,100.0,-30.0,Subclinical
1,9.0,5.5,3.0,5,13.25,61.71,-30.0,Subclinical
1,9.0,5.5,3.0,6,34.83,100.0,-30.0,Subclinical
1,9.0,5.5,3.0,7,34.92,100.0,-30.0,Subclinical
1,9.0,5.5,3.0,21,18.58,91.44,-30.0,Subclinical
1,9.0,5.5,3.0,9,25.5,100.0,-30.0,Subclinical
1,9.0,5.5,3.0,16,31.25,95.83,-30.0,Subclinical
1,9.0,5.5,3.0,8,31.17,100.0,-30.0,Subclinical
1,9.0,5.5,3.0,4,28.08,95.94,-30.0,Subclinical
2,8.6,5.5,3.0,16,37.0,100.0,-30.0,Mild
2,8.6,5.5,3.0,14,38.42,93.14,-30.0,Mild
2,8.6,5.5,3.0,17,37.0,100.0,-30.0,Mild
2,8.6,5.5,3.0,2,34.17,97.97,-30.0,Mild
2,8.6,5.5,3.0,4,34.17,99.02,-30.0,Mild
2,8.6,5.5,3.0,12,40.83,93.94,-30.0,Mild
2,8.6,5.5,3.0,5,37.67,95.68,-30.0,Mild
2,8.6,5.5,3.0,1,31.75,95.68,-30.0,Mild
2,8.2,5.5,3.0,3,34.58,97.88,-30.0,Moderate
2,8.6,5.5,3.0,11,40.25,100.0,-30.0,Mild
2,8.2,5.5,3.0,13,38.92,90.3,-30.0,Moderate
2,8.2,5.5,3.0,19,36.67,94.59,-30.0,Moderate
2,8.6,5.5,3.0,8,37.5,91.89,-30.0,Mild
2,8.6,5.5,3.0,21,36.5,94.42,-30.0,Mild
2,8.6,5.5,3.0,10,41.08,95.06,-30.0,Mild
2,8.2,5.5,3.0,15,37.17,96.43,-30.0,Moderate
2,8.2,5.5,3.0,9,32.75,91.97,-30.0,Moderate
2,8.6,5.5,3.0,18,42.17,100.0,-30.0,Mild
2,8.2,5.5,3.0,7,34.5,91.31,-30.0,Moderate
2,7.4,5.5,3.0,0,18.0,100.0,-30.0,Critical
2,8.2,5.5,3.0,6,36.75,92.62,-30.0,Moderate
2,8.6,5.5,3.0,20,34.75,96.77,-30.0,Mild
1,8.6,5.5,3.0,20,39.75,92.04,-30.0,Mild
1,8.6,5.5,3.0,15,32.25,91.46,-30.0,Mild
1,8.6,5.5,3.0,14,25.33,92.98,-30.0,Mild
1,8.6,5.5,3.0,19,32.5,94.7,-30.0,Mild
1,9.0,5.5,3.0,6,28.42,99.93,-30.0,Subclinical
1,9.0,5.5,3.0,3,28.92,97.85,-30.0,Subclinical
1,8.6,5.5,3.0,21,36.58,100.0,-30.0,Mild
1,8.6,5.5,3.0,11,33.33,95.76,-30.0,Mild
1,8.6,5.5,3.0,9,26.25,93.8,-30.0,Mild
1,9.0,5.5,3.0,13,31.58,88.87,-30.0,Subclinical
1,8.6,5.5,3.0,4,31.92,100.0,-30.0,Mild
1,8.6,5.5,3.0,12,24.08,87.16,-30.0,Mild
1,9.0,5.5,3.0,5,29.92,100.0,-30.0,Subclinical
1,9.0,5.5,3.0,8,32.83,100.0,-30.0,Subclinical
1,8.6,5.5,3.0,16,33.17,96.51,-30.0,Mild
1,7.8,5.5,3.0,0,54.0,100.0,-30.0,Critical
1,8.6,5.5,3.0,1,18.17,88.39,-30.0,Mild
1,8.6,5.5,3.0,17,29.58,91.8,-30.0,Mild
1,8.6,5.5,3.0,18,35.75,95.2,-30.0,Mild
1,9.0,5.5,3.0,2,22.17,95.81,-30.0,Subclinical
1,8.6,5.5,3.0,7,28.83,100.0,-30.0,Mild
1,8.6,5.5,3.0,10,27.42,95.1,-30.0,Mild
2,8.2,5.5,3.0,21,39.75,90.09,-30.0,Moderate
2,8.2,5.5,3.0,10,33.0,87.27,-30.0,Moderate
2,8.2,5.5,3.0,9,25.25,91.33,-30.0,Moderate
2,8.2,5.5,3.0,14,39.0,89.78,-30.0,Moderate
2,8.2,5.5,3.0,2,25.33,88.69,-30.0,Moderate
2,8.2,5.5,3.0,15,34.42,89.39,-30.0,Moderate
2,8.2,5.5,3.0,20,38.17,93.34,-30.0,Moderate
2,8.2,5.5,3.0,8,27.42,91.99,-30.0,Moderate
2,8.2,5.5,3.0,18,36.33,91.13,-30.0,Moderate
2,8.2,5.5,3.0,7,22.5,82.46,-30.0,Moderate
2,8.2,5.5,3.0,11,24.5,83.73,-30.0,Moderate
2,7.4,5.5,3.0,0,18.0,100.0,-30.0,Critical
2,8.2,5.5,3.0,19,34.5,89.87,-30.0,Moderate
2,8.2,5.5,3.0,4,28.92,97.12,-30.0,Moderate
2,8.2,5.5,3.0,12,32.5,92.21,-30.0,Moderate
2,8.2,5.5,3.0,1,23.92,89.97,-30.0,Moderate
2,8.2,5.5,3.0,13,39.0,87.97,-30.0,Moderate
2,8.2,5.5,3.0,17,37.58,91.88,-30.0,Moderate
2,8.2,5.5,3.0,3,22.75,87.34,-30.0,Moderate
2,8.2,5.5,3.0,5,23.5,86.6,-30.0,Moderate
2,8.2,5.5,3.0,6,22.67,85.7,-30.0,Moderate
2,8.6,5.5,3.0,16,39.75,95.91,-30.0,Mild
1,9.0,5.5,3.0,14,33.67,95.52,-30.0,Subclinical
1,8.6,5.5,3.0,16,37.42,100.0,-30.0,Mild
1,8.6,5.5,3.0,20,33.42,100.0,-30.0,Mild
1,8.6,5.5,3.0,5,44.5,97.85,-30.0,Mild
1,8.6,5.5,3.0,8,35.83,100.0,-30.0,Mild
1,9.0,5.5,3.0,1,48.25,98.19,-30.0,Subclinical
1,8.6,5.5,3.0,17,41.17,100.0,-30.0,Mild
1,8.6,5.5,3.0,2,41.33,100.0,-30.0,Mild
1,9.0,5.5,3.0,15,44.08,99.03,-30.0,Subclinical
1,9.0,5.5,3.0,3,48.58,100.0,-30.0,Subclinical
1,9.0,5.5,3.0,21,45.0,100.0,-30.0,Subclinical
1,8.6,5.5,3.0,18,37.5,100.0,-30.0,Mild
1,9.0,5.5,3.0,11,46.75,100.0,-30.0,Subclinical
1,8.6,5.5,3.0,9,44.25,100.0,-30.0,Mild
1,8.6,5.5,3.0,10,38.25,100.0,-30.0,Mild
1,8.6,5.5,3.0,12,35.08,100.0,-30.0,Mild
1,8.6,5.5,3.0,6,39.58,100.0,-30.0,Mild
1,7.8,5.5,3.0,0,18.0,100.0,-30.0,Critical
1,9.0,5.5,3.0,19,45.42,100.0,-30.0,Subclinical
1,8.6,5.5,3.0,4,40.58,100.0,-30.0,Mild
1,8.6,5.5,3.0,13,40.83,98.96,-30.0,Mild
1,8.6,5.5,3.0,7,47.5,94.93,-30.0,Mild
2,8.6,5.5,3.0,2,29.83,94.69,-30.0,Mild
2,8.6,5.5,3.0,18,28.58,96.67,-30.0,Mild
2,8.2,5.5,3.0,4,28.75,100.0,-30.0,Moderate
2,8.6,5.5,3.0,8,26.58,94.79,-30.0,Mild
2,8.6,5.5,3.0,20,27.58,86.67,-30.0,Mild
2,8.2,5.5,3.0,10,21.17,94.89,-30.0,Moderate
2,8.2,5.5,3.0,7,35.75,93.06,-30.0,Moderate
2,8.2,5.5,3.0,15,32.0,100.0,-30.0,Moderate
2,7.4,5.5,3.0,0,18.0,100.0,-30.0,Critical
2,8.6,5.5,3.0,21,21.33,81.94,-30.0,Mild
2,8.6,5.5,3.0,13,31.75,85.83,-30.0,Mild
2,8.6,5.5,3.0,19,35.33,96.46,-30.0,Mild
2,8.6,5.5,3.0,5,29.5,99.65,-30.0,Mild
2,8.6,5.5,3.0,14,28.0,81.04,-30.0,Mild
2,8.6,5.5,3.0,9,33.67,96.35,-30.0,Mild
2,8.2,5.5,3.0,11,28.5,99.86,-30.0,Moderate
2,8.6,5.5,3.0,1,29.25,98.54,-30.0,Mild
2,8.6,5.5,3.0,17,31.25,100.0,-30.0,Mild
2,8.6,5.5,3.0,3,33.25,100.0,-30.0,Mild
2,8.2,5.5,3.0,6,32.08,95.1,-30.0,Moderate
2,8.6,5.5,3.0,12,33.92,83.75,-30.0,Mild
2,8.6,5.5,3.0,16,30.58,100.0,-30.0,Mild
2,8.2,5.5,3.0,7,25.92,100.0,-30.0,Moderate
2,8.6,5.5,3.0,6,31.92,99.79,-30.0,Mild
2,8.6,5.5,3.0,5,27.75,100.0,-30.0,Mild
2,8.2,5.5,3.0,14,18.67,91.56,-30.0,Moderate
2,8.6,5.5,3.0,1,34.17,100.0,-30.0,Mild
2,8.2,5.5,3.0,9,17.33,89.78,-30.0,Moderate
2,8.2,5.5,3.0,18,15.75,87.67,-30.0,Moderate
2,8.6,5.5,3.0,3,32.67,97.29,-30.0,Mild
2,8.2,5.5,3.0,19,27.75,98.33,-30.0,Moderate
2,7.4,5.5,3.0,0,18.0,100.0,-30.0,Critical
2,8.2,5.5,3.0,21,25.83,100.0,-30.0,Moderate
2,8.6,5.5,3.0,11,23.0,96.08,-30.0,Mild
2,8.6,5.5,3.0,20,14.5,86.0,-30.0,Mild
2,8.2,5.5,3.0,12,25.25,100.0,-30.0,Moderate
2,8.2,5.5,3.0,16,24.33,99.11,-30.0,Moderate
2,8.6,5.5,3.0,2,34.42,100.0,-30.0,Mild
2,8.2,5.5,3.0,15,22.75,97.0,-30.0,Moderate
2,8.6,5.5,3.0,10,19.67,91.85,-30.0,Mild
2,8.6,5.5,3.0,4,32.0,100.0,-30.0,Mild
2,8.2,5.5,3.0,8,21.67,95.56,-30.0,Moderate
2,8.6,5.5,3.0,13,19.83,89.08,-30.0,Mild
2,8.6,5.5,3.0,17,24.08,98.78,-30.0,Mild
1,9.0,5.5,3.0,1,45.42,100.0,-30.0,Subclinical
1,7.8,5.5,3.0,0,18.0,100.0,-30.0,Critical
1,9.0,5.5,3.0,2,25.33,85.83,-30.0,Subclinical
1,9.0,5.5,3.0,4,17.83,75.93,-30.0,Subclinical
1,8.6,5.5,3.0,1,32.75,100.0,-30.0,Mild
1,7.8,5.5,3.0,0,18.0,100.0,-30.0,Critical
1,8.6,5.5,3.0,3,27.42,94.39,-30.0,Mild
1,8.6,5.5,3.0,2,30.17,100.0,-30.0,Mild
1,9.0,5.5,3.0,18,21.0,92.0,-30.0,Subclinical
1,9.0,5.5,3.0,17,25.58,100.0,-30.0,Subclinical
1,7.8,5.5,3.0,0,18.0,100.0,-30.0,Critical
1,9.0,5.5,3.0,14,27.08,100.0,-30.0,Subclinical
1,8.6,5.5,3.0,2,19.42,79.14,-30.0,Mild
1,9.0,5.5,3.0,19,23.33,96.67,-30.0,Subclinical
1,8.6,5.5,3.0,3,20.58,86.01,-30.0,Mild
1,9.0,5.5,3.0,13,25.92,100.0,-30.0,Subclinical
1,9.0,5.5,3.0,4,20.17,90.01,-30.0,Subclinical
1,9.0,5.5,3.0,16,29.42,100.0,-30.0,Subclinical
1,9.0,5.5,3.0,20,27.17,100.0,-30.0,Subclinical
1,9.0,5.5,3.0,12,19.58,89.17,-30.0,Subclinical
1,8.6,5.5,3.0,8,25.58,87.62,-30.0,Mild
1,9.0,5.5,3.0,6,27.83,100.0,-30.0,Subclinical
1,8.6,5.5,3.0,7,19.58,84.42,-30.0,Mild
1,9.0,5.5,3.0,21,27.08,100.0,-30.0,Subclinical
1,9.0,5.5,3.0,15,25.58,100.0,-30.0,Subclinical
1,9.0,5.5,3.0,5,24.5,99.33,-30.0,Subclinical
1,9.0,5.5,3.0,11,31.08,100.0,-30.0,Subclinical
1,9.0,5.5,3.0,9,25.67,83.21,-30.0,Subclinical
1,9.0,5.5,3.0,10,26.92,100.0,-30.0,Subclinical
1,8.6,5.5,3.0,1,22.33,71.7,-30.0,Mild
2,8.2,5.5,3.0,10,28.92,100.0,-30.0,Moderate
2,8.2,5.5,3.0,17,24.33,99.11,-30.0,Moderate
2,8.2,5.5,3.0,12,28.58,92.76,-30.0,Moderate
2,8.2,5.5,3.0,19,26.25,88.94,-30.0,Moderate
2,8.2,5.5,3.0,1,22.67,85.89,-30.0,Moderate
2,8.6,5.5,3.0,14,33.58,100.0,-30.0,Mild
2,8.2,5.5,3.0,20,24.0,83.31,-30.0,Moderate
2,8.6,5.5,3.0,13,33.0,85.07,-30.0,Mild
2,7.4,5.5,3.0,0,18.0,100.0,-30.0,Critical
2,8.6,5.5,3.0,11,21.5,90.79,-30.0,Mild
2,8.2,5.5,3.0,3,27.67,89.08,-30.0,Moderate
2,8.6,5.5,3.0,6,26.33,100.0,-30.0,Mild
2,8.2,5.5,3.0,16,28.83,90.34,-30.0,Moderate
2,8.2,5.5,3.0,4,28.75,100.0,-30.0,Moderate
2,8.6,5.5,3.0,8,26.58,87.97,-30.0,Mild
2,8.2,5.5,3.0,9,21.67,79.2,-30.0,Moderate
2,8.2,5.5,3.0,5,29.0,100.0,-30.0,Moderate
2,8.2,5.5,3.0,18,25.0,97.32,-30.0,Moderate
2,8.2,5.5,3.0,21,29.92,100.0,-30.0,Moderate
2,8.2,5.5,3.0,15,32.08,86.27,-30.0,Moderate
2,8.2,5.5,3.0,2,24.75,85.64,-30.0,Moderate
2,8.6,5.5,3.0,7,26.0,91.59,-30.0,Mild
1,9.0,5.5,3.0,5,23.17,97.56,-30.0,Subclinical
1,9.0,5.5,3.0,2,20.92,94.56,-30.0,Subclinical
1,9.0,5.5,3.0,3,26.33,100.0,-30.0,Subclinical
1,9.0,5.5,3.0,20,32.58,100.0,-30.0,Subclinical
1,8.6,5.5,3.0,10,25.0,98.32,-30.0,Mild
1,8.6,5.5,3.0,16,30.33,99.26,-30.0,Mild
1,9.0,5.5,3.0,7,24.92,99.89,-30.0,Subclinical
1,9.0,5.5,3.0,1,20.83,94.44,-30.0,Subclinical
1,9.0,5.5,3.0,12,26.83,100.0,-30.0,Subclinical
1,8.6,5.5,3.0,15,33.08,100.0,-30.0,Mild
1,9.0,5.5,3.0,18,25.25,100.0,-30.0,Subclinical
1,9.0,5.5,3.0,4,18.33,91.11,-30.0,Subclinical
1,9.0,5.5,3.0,21,39.33,100.0,-30.0,Subclinical
1,9.0,5.5,3.0,14,28.08,100.0,-30.0,Subclinical
1,8.6,5.5,3.0,19,30.33,98.64,-30.0,Mild
1,9.0,5.5,3.0,6,24.0,98.67,-30.0,Subclinical
1,9.0,5.5,3.0,11,28.33,100.0,-30.0,Subclinical
1,8.6,5.5,3.0,9,23.25,96.86,-30.0,Mild
1,9.0,5.5,3.0,13,22.75,96.21,-30.0,Subclinical
1,9.0,5.5,3.0,8,33.92,100.0,-30.0,Subclinical
1,8.6,5.5,3.0,17,23.33,93.14,-30.0,Mild
2,8.6,5.5,3.0,5,27.75,86.96,-30.0,Mild
2,8.6,5.5,3.0,7,29.58,92.44,-30.0,Mild
2,8.6,5.5,3.0,21,30.17,90.84,-30.0,Mild
2,8.6,5.5,3.0,16,31.67,86.96,-30.0,Mild
2,8.6,5.5,3.0,10,28.42,92.17,-30.0,Mild
2,8.6,5.5,3.0,13,33.75,97.41,-30.0,Mild
2,8.6,5.5,3.0,20,31.33,97.41,-30.0,Mild
2,8.6,5.5,3.0,17,29.5,94.81,-30.0,Mild
2,8.6,5.5,3.0,8,31.08,91.5,-30.0,Mild
2,8.6,5.5,3.0,12,33.58,100.0,-30.0,Mild
2,8.6,5.5,3.0,14,28.58,90.27,-30.0,Mild
2,8.6,5.5,3.0,6,31.08,92.77,-30.0,Mild
2,8.6,5.5,3.0,15,29.83,86.93,-30.0,Mild
2,8.6,5.5,3.0,11,31.33,95.16,-30.0,Mild
2,8.6,5.5,3.0,9,32.25,91.9,-30.0,Mild
2,8.6,5.5,3.0,3,28.67,90.53,-30.0,Mild
2,8.6,5.5,3.0,18,29.17,90.01,-30.0,Mild
2,8.6,5.5,3.0,1,23.42,97.89,-30.0,Mild
2,8.6,5.5,3.0,4,26.33,89.23,-30.0,Mild
2,8.6,5.5,3.0,2,25.75,92.86,-30.0,Mild
2,8.6,5.5,3.0,19,27.58,92.38,-30.0,Mild
2,8.6,5.5,3.0,17,30.58,83.23,-30.0,Mild
2,8.2,5.5,3.0,2,21.5,89.18,-30.0,Moderate
2,8.2,5.5,3.0,18,11.67,46.67,-30.0,Moderate
2,8.6,5.5,3.0,9,41.75,88.19,-30.0,Mild
2,8.6,5.5,3.0,8,36.42,100.0,-30.0,Mild
2,8.6,5.5,3.0,16,33.67,89.48,-30.0,Mild
2,8.2,5.5,3.0,4,23.42,97.89,-30.0,Moderate
2,8.2,5.5,3.0,5,8.17,65.54,-30.0,Moderate
2,8.6,5.5,3.0,15,36.33,98.26,-30.0,Mild
2,8.6,5.5,3.0,14,24.0,86.03,-30.0,Mild
2,8.6,5.5,3.0,21,33.58,100.0,-30.0,Mild
2,7.4,5.5,3.0,0,18.0,100.0,-30.0,Critical
2,8.2,5.5,3.0,7,25.83,100.0,-30.0,Moderate
2,8.2,5.5,3.0,3,21.67,95.56,-30.0,Moderate
2,8.2,5.5,3.0,1,22.58,96.78,-30.0,Moderate
2,8.2,5.5,3.0,6,25.67,100.0,-30.0,Moderate
2,8.6,5.5,3.0,20,24.83,86.17,-30.0,Mild
1,9.0,5.5,3.0,14,24.0,98.0,-30.0,Subclinical
1,8.6,5.5,3.0,8,21.0,92.32,-30.0,Mild
1,8.6,5.5,3.0,1,21.08,84.99,-30.0,Mild
1,9.0,5.5,3.0,13,22.17,94.33,-30.0,Subclinical
1,8.6,5.5,3.0,6,25.92,96.89,-30.0,Mild
1,9.0,5.5,3.0,16,23.92,97.83,-30.0,Subclinical
1,8.6,5.5,3.0,9,24.08,88.69,-30.0,Mild
1,9.0,5.5,3.0,3,28.08,100.0,-30.0,Subclinical
1,9.0,5.5,3.0,12,31.92,100.0,-30.0,Subclinical
1,8.6,5.5,3.0,4,23.5,92.71,-30.0,Mild
1,9.0,5.5,3.0,20,28.08,100.0,-30.0,Subclinical
1,9.0,5.5,3.0,18,25.75,100.0,-30.0,Subclinical
1,9.0,5.5,3.0,5,19.92,92.88,-30.0,Subclinical
1,9.0,5.5,3.0,11,29.75,100.0,-30.0,Subclinical
1,9.0,5.5,3.0,21,28.75,100.0,-30.0,Subclinical
1,9.0,5.5,3.0,15,25.58,100.0,-30.0,Subclinical
1,8.6,5.5,3.0,7,29.92,97.46,-30.0,Mild
1,9.0,5.5,3.0,10,25.83,86.38,-30.0,Subclinical
1,8.2,5.5,3.0,0,18.0,100.0,-30.0,Moderate
1,9.0,5.5,3.0,17,30.08,100.0,-30.0,Subclinical
1,8.6,5.5,3.0,2,15.83,78.63,-30.0,Mild
1,9.0,5.5,3.0,19,23.5,97.0,-30.0,Subclinical
2,8.2,5.5,3.0,17,30.75,94.16,-30.0,Moderate
2,8.2,5.5,3.0,11,24.5,99.33,-30.0,Moderate
2,8.2,5.5,3.0,13,27.58,93.81,-30.0,Moderate
2,8.2,5.5,3.0,9,27.0,100.0,-30.0,Moderate
2,8.2,5.5,3.0,3,26.0,82.4,-30.0,Moderate
2,8.2,5.5,3.0,18,29.33,90.22,-30.0,Moderate
2,8.2,5.5,3.0,6,23.42,93.32,-30.0,Moderate
2,8.2,5.5,3.0,8,25.08,93.56,-30.0,Moderate
2,8.2,5.5,3.0,4,25.33,93.42,-30.0,Moderate
2,8.2,5.5,3.0,15,25.67,92.32,-30.0,Moderate
2,8.2,5.5,3.0,19,29.08,98.79,-30.0,Moderate
2,8.2,5.5,3.0,21,34.17,94.62,-30.0,Moderate
2,7.8,5.5,3.0,0,18.0,100.0,-30.0,Critical
2,8.2,5.5,3.0,1,26.08,85.31,-30.0,Moderate
2,8.2,5.5,3.0,14,18.92,88.82,-30.0,Moderate
2,8.2,5.5,3.0,10,31.67,98.21,-30.0,Moderate
2,8.2,5.5,3.0,5,27.42,100.0,-30.0,Moderate
2,8.2,5.5,3.0,2,30.42,84.3,-30.0,Moderate
2,8.2,5.5,3.0,20,31.17,100.0,-30.0,Moderate
2,8.2,5.5,3.0,12,31.75,99.61,-30.0,Moderate
2,8.2,5.5,3.0,16,28.67,93.17,-30.0,Moderate
2,8.2,5.5,3.0,7,24.83,98.2,-30.0,Moderate
1,9.0,5.5,3.0,6,27.92,97.26,-30.0,Subclinical
1,8.6,5.5,3.0,8,26.33,99.18,-30.0,Mild
1,8.6,5.5,3.0,10,26.92,96.42,-30.0,Mild
1,9.0,5.5,3.0,12,28.42,100.0,-30.0,Subclinical
1,9.0,5.5,3.0,17,34.58,100.0,-30.0,Subclinical
1,9.0,5.5,3.0,9,33.42,100.0,-30.0,Subclinical
1,9.0,5.5,3.0,1,23.17,97.56,-30.0,Subclinical
1,9.0,5.5,3.0,14,30.42,100.0,-30.0,Subclinical
1,9.0,5.5,3.0,11,31.75,100.0,-30.0,Subclinical
1,9.0,5.5,3.0,2,29.58,96.56,-30.0,Subclinical
1,8.6,5.5,3.0,16,31.33,100.0,-30.0,Mild
1,8.6,5.5,3.0,21,36.08,100.0,-30.0,Mild
1,8.6,5.5,3.0,20,30.42,99.72,-30.0,Mild
1,8.6,5.5,3.0,19,33.83,96.16,-30.0,Mild
1,9.0,5.5,3.0,15,33.17,100.0,-30.0,Subclinical
1,9.0,5.5,3.0,7,28.5,97.51,-30.0,Subclinical
1,8.2,5.5,3.0,0,18.0,100.0,-30.0,Moderate
1,9.0,5.5,3.0,4,32.42,100.0,-30.0,Subclinical
1,9.0,5.5,3.0,18,32.25,100.0,-30.0,Subclinical
1,9.0,5.5,3.0,3,28.5,96.43,-30.0,Subclinical
1,9.0,5.5,3.0,13,30.58,100.0,-30.0,Subclinical
1,9.0,5.5,3.0,5,28.17,100.0,-30.0,Subclinical
1,9.0,5.5,3.0,30,38.75,100.0,-30.0,Subclinical
1,9.0,5.5,3.0,1,29.08,100.0,-30.0,Subclinical
1,9.0,5.5,3.0,30,38.83,96.2,-30.0,Subclinical
1,9.0,5.5,3.0,30,30.75,95.17,-30.0,Subclinical
1,7.8,5.5,3.0,4,6.08,24.33,-30.0,Critical
